,sst,sst_lag_1d,sst_lag_2d,sst_lag_4d,sst_lag_7d,tp_mm_daily,tp_mm_daily_lag_1d,tp_mm_daily_lag_2d,tp_mm_daily_lag_4d,tp_mm_daily_lag_7d,mhw,mhw_lag_1d,mhw_lag_2d,mhw_lag_4d,mhw_lag_7d,sst_anom,sst_anom_lag_1d,sst_anom_lag_2d,sst_anom_lag_4d,sst_anom_lag_7d,tsm,tsm_lag_1d,tsm_lag_2d,tsm_lag_4d,tsm_lag_7d,chl,land_cov_near,ecoli_2class
76936,16.880005,16.670013,16.630005,16.700012,17.299988,1.1615753,0.29802322,0.19598007,16.091347,0.038146973,0.0,0.0,0.0,0.0,0.0,0.32052612,0.05947876,0.030517578,0.14108276,0.6531372,0.5019293427467346,0.8359672427177429,1.0409201383590698,0.5422456860542297,0.20484307408332825,1.4189753532409668,210,Good
62984,18.839996,18.5,17.899994,18.880005,18.329987,0.0667572,0.049591064,0.24557114,0.65231323,0.0,1.0,1.0,1.0,2.0,1.0,2.7494812,2.4036865,1.8373718,2.8563232,2.5289307,2.068080186843872,1.1211563348770142,2.1995997428894043,5.117760181427002,1.5502674579620361,4.414018630981445,190,Good
63051,19.869995,19.839996,19.889984,19.829987,19.049988,0.029087067,0.00047683716,0.0,0.0,0.66185,3.0,3.0,2.0,2.0,2.0,3.5778809,3.6078796,3.6668396,3.7357788,3.1110535,1.64006507396698,1.5592986345291138,1.3491004705429077,1.4453333616256714,1.0310612916946411,2.2162911891937256,190,Good
67046,14.070007,14.049988,13.929993,13.779999,13.470001,0.010967255,0.10347366,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.6647339,1.7194519,1.663147,1.7184143,1.6505432,1.2526872158050537,1.3633238077163696,1.3951008319854736,0.8080078959465027,1.1982144117355347,2.184490442276001,210,Good
74293,17.230011,16.709991,16.450012,16.190002,15.600006,0.002861023,0.0,0.12302399,0.4644394,0.00047683716,2.0,2.0,1.0,1.0,1.0,2.1373901,1.6489258,1.509491,1.4779053,1.292633,1.7386213541030884,1.8839426040649414,1.7966008186340332,1.523936152458191,1.184799313545227,2.1080613136291504,180,Good
52033,17.609985,17.690002,17.809998,17.850006,18.48999,4.034519,0.16498566,0.30612946,0.3824234,3.0150414,1.0,0.0,0.0,0.0,1.0,0.12149048,0.22201538,0.2875061,0.299469,0.933136,2.345606565475464,1.2711092233657837,0.7345805168151855,1.2999225854873657,1.3422355651855469,2.209592580795288,190,Good
14911,13.420013,13.480011,13.429993,13.0,12.339996,17.850399,3.0851364,0.0,0.0,0.31661987,1.0,1.0,1.0,1.0,0.0,2.0563354,2.1810608,2.1921082,1.9431458,1.6594849,1.8222819566726685,3.2176320552825928,2.7252471446990967,2.0489933490753174,4.47828483581543,6.404531002044678,130,Good
19116,19.029999,19.130005,19.299988,19.709991,19.839996,1.311779,15.370846,2.8619766,0.014781952,0.93078613,1.0,1.0,1.0,1.0,2.0,1.0599976,1.2031555,1.3978882,1.8452454,2.1752625,3.5631542205810547,3.485708475112915,2.7582895755767822,1.5836288928985596,1.6164542436599731,2.296687126159668,200,Good
24733,15.48999,15.559998,15.5,14.970001,15.269989,7.247448,0.07772446,0.3671646,0.34952164,3.9916039,0.0,0.0,0.0,0.0,0.0,0.13421631,0.2505188,0.17736816,-0.34527588,0.05368042,0.3080590069293976,0.416734516620636,0.555401086807251,0.6481486558914185,0.4429556727409363,0.6245918869972229,190,Good
77955,16.329987,16.290009,16.160004,16.079987,15.959991,3.5853386,0.5750656,0.00047683716,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,0.3954773,0.32400513,0.14501953,0.0029907227,-0.18701172,0.5197908878326416,0.5259402990341187,0.5569545030593872,0.7007441520690918,0.4874420762062073,1.0991393327713013,10,Good
61256,13.769989,13.929993,14.019989,13.470001,12.950012,0.35476685,4.7945976,6.986618,17.189503,0.35953522,1.0,0.0,0.0,0.0,0.0,0.54263306,0.7178955,0.9483948,0.5679016,0.27160645,0.28594622015953064,0.46635082364082336,0.33855313062667847,0.4500628113746643,0.42121076583862305,0.5014962553977966,40,Good
36389,11.51001,11.23999,11.059998,10.540009,10.730011,0.0,0.023841858,0.28467178,0.015258789,10.360241,1.0,1.0,1.0,0.0,0.0,1.7773743,1.5626221,1.4984131,1.1257935,1.557373,2.392155885696411,1.453939437866211,1.241513729095459,0.7343263626098633,0.805504322052002,5.05309534072876,200,Good
44056,19.480011,18.98999,18.809998,18.440002,18.410004,0.17356873,0.0,0.00667572,0.56123734,0.02336502,2.0,2.0,2.0,2.0,2.0,2.4515991,2.0073547,1.871582,1.5379028,1.7279053,3.140984535217285,1.4200760126113892,2.431333065032959,1.773840308189392,1.7411165237426758,2.907768487930298,190,Good
79783,16.75,16.619995,16.579987,15.709991,15.290009,0.0014305115,0.011920929,0.6093979,0.20694733,0.0166893,1.0,1.0,1.0,1.0,1.0,2.0321045,2.0373535,2.1489258,1.5005188,1.3279114,4.568368911743164,4.579076766967773,5.262771129608154,6.981602191925049,5.571025371551514,4.151419162750244,210,Good
59750,18.51001,18.480011,18.429993,18.450012,18.649994,0.26893616,0.015258789,0.008106232,2.3288727,0.04673004,1.0,1.0,1.0,1.0,1.0,1.3900146,1.3275146,1.2590027,1.131012,1.1589966,1.531347393989563,1.5434057712554932,1.8682866096496582,1.2991098165512085,0.833779513835907,2.1563308238983154,190,Good
32234,18.309998,18.339996,18.279999,16.209991,15.019989,0.23698807,0.0042915344,0.018119812,0.092983246,0.04339218,0.0,0.0,0.0,0.0,0.0,1.8920898,2.077362,2.1026306,0.13000488,-0.9000244,1.8276660442352295,0.9504650235176086,1.5691516399383545,0.8126245737075806,1.5486161708831787,2.7040939331054688,11,Good
59809,17.529999,17.600006,17.579987,17.700012,17.790009,0.4310608,0.0071525574,0.002861023,0.45967102,0.056266785,1.0,1.0,1.0,1.0,1.0,0.7455139,0.79000854,0.7174988,0.77752686,0.8005066,1.4462217092514038,0.5899029970169067,1.2920058965682983,0.5199223756790161,0.44497451186180115,1.634682059288025,130,Good
84076,15.880005,16.149994,16.309998,16.720001,16.809998,0.24223328,1.9927025,0.13542175,2.6555061,8.2268715,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-0.6910095,-0.50201416,-0.37399292,-0.041503906,-0.22250366,15.84589672088623,31.183414459228516,14.481931686401367,2.6226918697357178,22.677324295043945,9.03939151763916,210,Good
63943,18.279999,18.109985,17.880005,17.859985,17.450012,0.0,0.0,0.0,0.108242035,0.5950928,1.0,1.0,1.0,1.0,0.0,2.0,1.7757874,1.5694885,1.5368347,1.0036926,0.36771586537361145,0.38310033082962036,0.3906245827674866,0.3699668049812317,0.2835240662097931,1.1623362302780151,200,Good
63860,16.130005,16.100006,16.399994,17.0,17.160004,0.014305115,0.17786026,0.5249977,0.3709793,0.01335144,0.0,0.0,0.0,0.0,0.0,-0.39578247,-0.35684204,-0.02420044,0.49368286,0.7489624,0.45197516679763794,0.48088106513023376,0.45546457171440125,0.3435066342353821,0.4398649334907532,2.4515979290008545,190,Good
17769,17.089996,16.769989,16.559998,16.589996,16.230011,0.8392334,0.23555756,0.87308884,1.5282631,0.012397766,0.0,0.0,0.0,1.0,0.0,1.156311,0.9147339,0.75631714,0.8705139,0.63949585,0.6553557515144348,0.3066486120223999,0.3704890310764313,0.2989029586315155,0.22022227942943573,1.5045579671859741,200,Good
